epoch,AP_drone,loss,lr,mAP,validation_loss
46,0.9708067940552019,2.9386274829553587,0.04,0.9708067940552019,20.94046126836161
47,nan,2.9175678312778475,0.04,nan,nan
48,0.9519169596517665,2.8639847152285443,0.04,0.9519169596517665,20.687269172042118
49,nan,2.861794763058424,0.04,nan,nan
50,0.993620003870419,2.852519101857392,0.04,0.993620003870419,21.587028232004794
51,nan,2.808430068194866,0.04,nan,nan
52,0.9964483300321019,2.775965023937644,0.04,0.9964483300321019,19.0734186478198
53,nan,2.775357536226511,0.04,nan,nan
54,0.9973769586525852,2.751894489724808,0.04,0.9973769586525852,19.379458158252945
55,nan,2.773046852648258,0.04,nan,nan
56,0.9885664574659792,2.736714502487063,0.04,0.9885664574659792,18.660289396057845
57,nan,2.7102871499955654,0.04,nan,nan
58,0.9985314685314687,2.6671800045384133,0.04,0.9985314685314687,20.36716829826349
59,nan,2.667765000462532,0.04,nan,nan
60,0.9885664574659792,2.683072703385428,0.04,0.9885664574659792,19.839504863807612
61,nan,2.6687552705407143,0.04,nan,nan
62,0.9990852800450325,2.65009133868083,0.04,0.9990852800450325,19.829149189547135
63,nan,2.6215884737670425,0.04,nan,nan
64,0.9943973854465419,2.659585576819776,0.04,0.9943973854465419,22.59447813891544
65,nan,2.6492807008326054,0.04,nan,nan
66,0.9993647656691137,2.6033916107165775,0.04,0.9993647656691137,18.287246088202433
67,nan,2.631452215462923,0.04,nan,nan
68,0.9207794799479877,2.587019610928144,0.04,0.9207794799479877,18.91590031317382
69,nan,2.5762963108718395,0.04,nan,nan
70,0.9963172611334654,2.556572331530173,0.04,0.9963172611334654,18.473027534276085
71,nan,2.5722554072737696,0.04,nan,nan
72,0.9619902390603029,2.519958361189193,0.04,0.9619902390603029,18.780523558162542
73,nan,2.5340557739138605,0.04,nan,nan
74,0.9952188552188554,2.540659042361388,0.04,0.9952188552188554,19.13161935425998
75,nan,2.5190582063049076,0.04,nan,nan
76,0.9976459184379979,2.5640012948864306,0.04,0.9976459184379979,19.133910308134006
77,nan,2.544240837544203,0.04,nan,nan
78,0.998876798876799,2.5168540724392594,0.04,0.998876798876799,19.01465785643195
79,nan,2.5287302665412428,0.04,nan,nan
80,0.9935300719614447,2.4942473548706796,0.04,0.9935300719614447,19.682525206767927
81,nan,2.5032583247870206,0.029645387,nan,nan
82,0.9979165219806934,2.3790959781240146,0.021971218,0.9979165219806934,17.015965071760927
83,nan,2.2926900181919336,0.016283626,nan,nan
84,0.9981887843956812,2.263364693961547,0.012068355,0.9981887843956812,15.890710292335969
85,nan,2.2032075516879557,0.008944274,nan,nan
86,0.9993647656691137,2.156757146400344,0.0066289096,0.9993647656691137,14.795906541121948
87,nan,2.1207318849861623,0.0049129133,nan,nan
88,0.9993647656691137,2.122890033131483,0.003641129,0.9993647656691137,14.514945338161967
89,nan,2.076640171557665,0.002698566,nan,nan
90,0.999645992636647,2.1029221949906187,0.0020000003,0.999645992636647,14.316709643700236
91,nan,2.0835242670029404,0.0014822691,nan,nan
92,0.9995755217545103,2.1067323847250505,0.0010985606,0.9995755217545103,14.159545139375378
93,nan,2.078309890627861,0.00081418117,nan,nan
94,0.9995051604693909,2.0408631395023074,0.0006034177,0.9995051604693909,14.0773004885294
95,nan,2.0557068012654782,0.00044721362,nan,nan
96,0.9994349085258178,2.059316944179116,0.00033144542,0.9994349085258178,14.04557640427626
97,nan,2.0382241874933245,0.0002456456,nan,nan
98,0.9995755217545103,2.0711169480156375,0.00018205642,0.9995755217545103,14.016701837738013
99,nan,2.056606568023563,0.00013492828,nan,nan
100,0.9995755217545103,2.057632572224895,1e-04,0.9995755217545103,14.00201197990316
