epoch,AP_drone,loss,lr,mAP,validation_loss
46,0.9999706666204902,2.027080220862242,0.04,0.9999706666204902,11.982070638016857
47,nan,1.9986718084663153,0.04,nan,nan
48,0.9999932922978665,1.995711944693682,0.04,0.9999932922978665,13.62056685127813
49,nan,2.0093316711485385,0.04,nan,nan
50,0.9986024801650477,2.024128443581931,0.04,0.9986024801650477,20.007990959382226
51,nan,1.9922605752944946,0.04,nan,nan
52,0.9999987783424551,1.9376192014419171,0.04,0.9999987783424551,12.952850343288157
53,nan,1.9149001725018024,0.04,nan,nan
54,0.9999993891712275,1.917282209314149,0.04,0.9999993891712275,13.752163765484509
55,nan,1.9210032876580954,0.04,nan,nan
56,0.9999987783424551,1.886763468057758,0.04,0.9999987783424551,13.613073530935328
57,nan,1.933306672051549,0.04,nan,nan
58,1.0,1.878476224722907,0.04,1.0,12.475376175380108
59,nan,1.854141841456294,0.04,nan,nan
60,1.0,1.851420940089749,0.04,1.0,12.687258715924106
61,nan,1.8166752286255359,0.04,nan,nan
62,1.0,1.8846759239334299,0.04,1.0,13.595181512869924
63,nan,1.7942034821957349,0.04,nan,nan
64,0.9992009956130065,1.7860462658083924,0.04,0.9992009956130065,13.54750261090527
65,nan,1.806435938924551,0.04,nan,nan
66,0.9998995269827076,1.7578327956618187,0.04,0.9998995269827076,13.851658140336097
67,nan,1.7461624477058648,0.04,nan,nan
68,1.0,1.7225823912500962,0.04,1.0,12.865798282846983
69,nan,1.7169515978544951,0.04,nan,nan
70,1.0,1.7263980393873113,0.04,1.0,11.968508573506753
71,nan,1.6839638270437716,0.04,nan,nan
72,0.9827816395351622,1.8052947246542546,0.04,0.9827816395351622,18.969255800821337
73,nan,1.8150111127644777,0.04,nan,nan
74,0.999217527864872,1.8384440492686807,0.04,0.999217527864872,13.650754609454694
75,nan,1.7688155744224785,0.04,nan,nan
76,1.0,1.712145531625957,0.04,1.0,12.20412026167475
77,nan,1.7190150525420904,0.04,nan,nan
78,0.9999993891712275,1.689519801109936,0.04,0.9999993891712275,12.35170758078115
79,nan,1.6758860230445862,0.04,nan,nan
80,1.0,1.6633412783796135,0.04,1.0,12.231016927813068
81,nan,1.6539253305643797,0.029645387,nan,nan
82,0.9999975585922599,1.5793081822813866,0.021971218,0.9999975585922599,11.57610229256565
83,nan,1.5097044773399828,0.016283626,nan,nan
84,1.0,1.4506155979297004,0.012068355,1.0,10.28373979534182
85,nan,1.4314680688083172,0.008944274,nan,nan
86,1.0,1.42317518862811,0.0066289096,1.0,9.88961602077529
87,nan,1.382953669503331,0.0049129133,nan,nan
88,1.0,1.3724424762411926,0.003641129,1.0,9.589064803134658
89,nan,1.3642090477049351,0.002698566,nan,nan
90,1.0,1.342931679050003,0.0020000003,1.0,9.398930726338403
91,nan,1.3397195231169463,0.0014822691,nan,nan
92,1.0,1.3419401729742189,0.0010985606,1.0,9.354113656343008
93,nan,1.312698289193213,0.00081418117,nan,nan
94,1.0,1.3439499614380743,0.0006034177,1.0,9.28178281314304
95,nan,1.3337650779634713,0.00044721362,nan,nan
96,1.0,1.336217557748657,0.00033144542,1.0,9.320246575678393
97,nan,1.3112934030592442,0.0002456456,nan,nan
98,1.0,1.3267802704464304,0.00018205642,1.0,9.296346279678167
99,nan,1.3272694129496814,0.00013492828,nan,nan
100,1.0,1.3130462147225406,1e-04,1.0,9.306294844614705
