epoch,AP_drone,loss,lr,mAP,validation_loss
50,0.9843871744950701,1.148155661622496,0.00018092079,0.9843871744950701,0.2973648609079387
51,nan,1.0982675353087574,0.00017903648,nan,nan
52,0.989140472591078,1.0635186520980058,0.00017707427,0.989140472591078,0.282054591367687
53,nan,1.0487427194434475,0.0001750361,nan,nan
54,0.9764901037034527,1.0161901662981139,0.00017292396,0.9764901037034527,0.30566661916167487
55,nan,1.0139180911951755,0.00017073996,nan,nan
56,0.9921695533778464,0.980785972188937,0.00016848625,0.9921695533778464,0.3388927375748866
57,nan,0.9701756054019354,0.00016616506,nan,nan
58,0.9881167365439831,0.9942700556827873,0.00016377865,0.9881167365439831,0.3146572462304146
59,nan,0.9537907341517597,0.00016132942,nan,nan
60,0.9954967091695532,0.9307375250954767,0.00015881975,0.9954967091695532,0.275675943804003
61,nan,0.9110482069383185,0.00015625214,nan,nan
62,0.9790365060039408,0.9107724771760298,0.0001536291,0.9790365060039408,0.3115025640972419
63,nan,0.902594793453274,0.00015095323,nan,nan
64,0.9953452974213818,0.8858370497808717,0.00014822719,0.9953452974213818,0.2804850277408036
65,nan,0.8767642917403256,0.00014545365,nan,nan
66,0.9965763117946544,0.8513162514266824,0.00014263536,0.9965763117946544,0.24540259847543897
67,nan,0.8544441942709038,0.00013977507,nan,nan
68,0.9953967315518294,0.8501777537131961,0.00013687565,0.9953967315518294,0.26166211965396935
69,nan,0.8391813169042748,0.00013393992,nan,nan
70,0.9945518746637461,0.83297388114309,0.0001309708,0.9945518746637461,0.2596759298538191
71,nan,0.8274345297411264,0.00012797122,nan,nan
72,0.9916130068854413,0.8207491547402967,0.00012494413,0.9916130068854413,0.27264074201317756
73,nan,0.8112935775733856,0.00012189251,nan,nan
74,0.9921980914924173,0.7923376798629761,0.00011881939,0.9921980914924173,0.25805888249683523
75,nan,0.7808489314762943,0.0001157278,nan,nan
76,0.9957061833584117,0.7674425183996404,0.00011262079,0.9957061833584117,0.25127394014174403
77,nan,0.7734932933586189,0.00010950142,nan,nan
78,0.9966473537268554,0.7559522571258114,0.000106372776,0.9966473537268554,0.25206926357152776
79,nan,0.7573504164276352,0.00010323794,nan,nan
80,0.9976437180602881,0.7505985618761191,0.0001001,0.9976437180602881,0.24090390671522188
81,nan,0.7330182243183435,9.696207e-05,nan,nan
82,0.9907296133946807,0.734519062055719,9.382723e-05,0.9907296133946807,0.26408755970306885
83,nan,0.7312360183302179,9.069858e-05,nan,nan
84,0.997156553826374,0.7105370113245166,8.757921e-05,0.997156553826374,0.23189734041600926
85,nan,0.704906420894416,8.44722e-05,nan,nan
86,0.9969014767192352,0.7008434515758913,8.138061e-05,0.9969014767192352,0.22269030027709574
87,nan,0.6884376103260431,7.8307494e-05,nan,nan
88,0.9063949382609847,0.7020273357489332,7.5255884e-05,0.9063949382609847,0.7032168794361534
89,nan,0.6847879985369831,7.222879e-05,nan,nan
90,0.9962742950336365,0.6794133639133392,6.92292e-05,0.9962742950336365,0.23343543209371523
91,nan,0.6802493630044432,6.626009e-05,nan,nan
92,0.9975540428587005,0.6701387907849743,6.332436e-05,0.9975540428587005,0.2244822465636252
93,nan,0.6598059368061732,6.042493e-05,nan,nan
94,0.998411629530298,0.6458399885224352,5.756465e-05,0.998411629530298,0.21593660511761947
95,nan,0.6623742237507578,5.474635e-05,nan,nan
96,0.9973827114133472,0.6563179316215084,5.197281e-05,0.9973827114133472,0.22015944017633954
97,nan,0.6504929230873844,4.9246766e-05,nan,nan
98,0.9984951157407371,0.641329538619934,4.6570905e-05,0.9984951157407371,0.21918854144363922
99,nan,0.6354428504604891,4.394787e-05,nan,nan
100,0.9987221871308335,0.625135041283168,4.1380255e-05,0.9987221871308335,0.21182335313089293
