epoch,AP_drone,loss,lr,mAP,validation_loss
64,0.9843179349981692,2.103791070956048,0.04,0.9843179349981692,16.51675336150288
65,nan,2.0578535884618763,0.04,nan,nan
66,0.9857472428206021,2.05571617751286,0.04,0.9857472428206021,20.185963118421185
67,nan,2.050234180688858,0.04,nan,nan
68,0.9932220004055741,2.0568780286185047,0.04,0.9932220004055741,18.452332209571438
69,nan,2.0384589064866305,0.04,nan,nan
70,0.993640133126698,2.025815039966547,0.04,0.993640133126698,16.102290176618276
71,nan,1.9937674630433322,0.04,nan,nan
72,0.9888523382607325,2.010609174596852,0.04,0.9888523382607325,15.886767859380631
73,nan,2.0040120750665666,0.04,nan,nan
74,0.9858412901658543,1.9806153682705752,0.04,0.9858412901658543,17.714266906034396
75,nan,1.9624647699296474,0.04,nan,nan
76,0.9882138317044511,1.9780824033070508,0.04,0.9882138317044511,16.69068005571522
77,nan,1.989253903925419,0.04,nan,nan
78,0.9863084167703255,1.9500433141161282,0.04,0.9863084167703255,16.897031050347277
79,nan,1.9541174426674843,0.04,nan,nan
80,0.9943801151208509,1.9795884682466993,0.04,0.9943801151208509,15.554574653261616
81,nan,1.8976036574691535,0.029645387,nan,nan
82,0.9960685834922476,1.8983657180702425,0.021971218,0.9960685834922476,15.590479359391892
83,nan,1.7718115966767072,0.016283626,nan,nan
84,0.9953088350273651,1.7347169047612754,0.012068355,0.9953088350273651,13.500693296621888
85,nan,1.6991105511784554,0.008944274,nan,nan
86,0.9921813917122753,1.6583122915608757,0.0066289096,0.9921813917122753,12.879758896727036
87,nan,1.631960742175579,0.0049129133,nan,nan
88,0.9921813917122753,1.6091030944477427,0.003641129,0.9921813917122753,12.5812741929055
89,nan,1.6037967208772899,0.002698566,nan,nan
90,0.9921813917122753,1.5901742237488679,0.0020000003,0.9921813917122753,12.549173054609382
91,nan,1.589022595435381,0.0014822691,nan,nan
92,0.9937451133698202,1.574608419756157,0.0010985606,0.9937451133698202,12.454662833016211
93,nan,1.5639210883527994,0.00081418117,nan,nan
94,0.9937451133698202,1.5772564498982087,0.0006034177,0.9937451133698202,12.461737113039973
95,nan,1.5873090878129006,0.00044721362,nan,nan
96,0.9937451133698202,1.544573707266661,0.00033144542,0.9937451133698202,12.397646880876842
97,nan,1.5791573457419872,0.0002456456,nan,nan
98,0.9937451133698202,1.5547255720464412,0.00018205642,0.9937451133698202,12.363101298590951
99,nan,1.553434781357646,0.00013492828,nan,nan
100,0.9929632525410477,1.5640341230320707,1e-04,0.9929632525410477,12.356442792980442
