epoch,AP_drone,loss,lr,mAP,validation_loss
1,nan,17.49156647324562,0.0001490976,nan,nan
2,0.39724405583398104,11.598468112347643,0.00022230095,0.39724405583398104,69.52519599491026
3,nan,10.33713631629944,0.00033144536,nan,nan
4,0.7986925878747402,9.624398107439,0.0004941771,0.7986925878747402,46.01534671500104
5,nan,9.149865421652795,0.00073680625,nan,nan
6,0.919912655237137,8.738813002655125,0.0010985604,0.919912655237137,37.04215387220584
7,nan,8.443782950937749,0.0016379273,nan,nan
8,0.9763718073819695,8.223295481601106,0.0024421103,0.9763718073819695,29.56105279810639
9,nan,8.069248461723328,0.0036411278,nan,nan
10,0.9809882549461015,7.8527612932797135,0.0054288344,0.9809882549461015,26.069332907216637
11,nan,7.67823556214571,0.008094261,nan,nan
12,0.9710061434346526,7.540958740868165,0.01206835,0.9710061434346526,24.734911160323655
13,nan,7.265799547731876,0.017993622,nan,nan
14,0.952913041601435,7.059111113084895,0.026828056,0.952913041601435,30.090638802702117
15,nan,6.811518761515618,0.039999988,nan,nan
16,0.9769825142597254,6.237320607732456,0.04,0.9769825142597254,26.525117141926447
17,nan,5.676538453996182,0.04,nan,nan
18,0.9931578611756906,5.165274853990369,0.04,0.9931578611756906,22.554324426718107
19,nan,4.755774050951004,0.04,nan,nan
20,0.994638024573443,4.436373360104696,0.04,0.994638024573443,18.98463813059958
21,nan,4.133679093420506,0.04,nan,nan
22,0.9893320198062987,3.9303155375124894,0.04,0.9893320198062987,18.262111268628846
23,nan,3.676313108950853,0.04,nan,nan
24,0.9842943521215834,3.5659836964173754,0.04,0.9842943521215834,22.39742226559637
25,nan,3.405877213925123,0.04,nan,nan
26,0.996556338244226,3.240390606434741,0.04,0.996556338244226,18.87792007768406
27,nan,3.1053010977804663,0.04,nan,nan
28,0.9893337512294686,3.035643840284557,0.04,0.9893337512294686,19.746290529025917
29,nan,2.897437170147896,0.04,nan,nan
30,0.9821811624932443,2.8408076000811535,0.04,0.9821811624932443,20.144076442047428
31,nan,2.789411402493715,0.04,nan,nan
32,0.9958113227999656,2.7173921919915367,0.04,0.9958113227999656,17.29670102266337
33,nan,2.6674086466431617,0.04,nan,nan
34,0.9886745434114049,2.649863559997941,0.04,0.9886745434114049,18.43362802113286
35,nan,2.6156294874846937,0.04,nan,nan
36,0.9856286430971466,2.55288000166603,0.04,0.9856286430971466,18.710728373165892
37,nan,2.504384977370501,0.04,nan,nan
38,0.9996883242847865,2.4215864357903456,0.04,0.9996883242847865,17.52176651496082
39,nan,2.419844661653042,0.04,nan,nan
40,0.9944089438841113,2.3778892236069824,0.04,0.9944089438841113,16.957905735794316
41,nan,2.371083618327975,0.04,nan,nan
42,0.9934590771303146,2.339277154039066,0.04,0.9934590771303146,17.892034667837518
43,nan,2.2590345073491336,0.04,nan,nan
44,0.9937573839631846,2.2535808908528296,0.04,0.9937573839631846,18.90790838520447
45,nan,2.2619432460516693,0.04,nan,nan
46,0.9999786670694872,2.247504932379648,0.04,0.9999786670694872,16.899186142540426
47,nan,2.2286160364747047,0.04,nan,nan
48,0.9910176073346351,2.2127848807547164,0.04,0.9910176073346351,17.952704932933862
49,nan,2.2838506259024145,0.04,nan,nan
50,0.9728127145300565,2.3466759124145984,0.04,0.9728127145300565,30.09260255904567
51,nan,2.2844059344381096,0.04,nan,nan
52,0.9926599342093079,2.2828107242673914,0.04,0.9926599342093079,17.760848930424505
53,nan,2.251135440915823,0.04,nan,nan
54,0.9912731491022255,2.191515536143862,0.04,0.9912731491022255,17.642621655497727
55,nan,2.208817772194743,0.04,nan,nan
56,0.9895970115373828,2.188813278854454,0.04,0.9895970115373828,17.205376332024283
57,nan,2.156671822443604,0.04,nan,nan
58,0.9943336373700454,2.1531530768146334,0.04,0.9943336373700454,16.633029490359785
59,nan,2.102232602983713,0.04,nan,nan
60,0.9905315935408365,2.11074885193457,0.04,0.9905315935408365,17.298428475064537
61,nan,2.120150201022625,0.04,nan,nan
62,0.9911408905795231,2.120591446336908,0.04,0.9911408905795231,17.410944897649436
63,nan,2.07484019882977,0.04,nan,nan
