epoch,AP_drone,loss,lr,mAP,validation_loss
1,nan,100.6827479839325,6.8599998e-06,nan,nan
2,0.005900450222738203,73.13637244962973,1.3519999e-05,0.005900450222738203,74.64782691579764
3,nan,43.215720129013064,2.018e-05,nan,nan
4,0.049038696169629845,34.90518682354296,2.6839998e-05,0.049038696169629845,22.854382904923643
5,nan,30.533203887939454,3.3499997e-05,nan,nan
6,0.051601588763131055,26.966119168320418,4.0159997e-05,0.051601588763131055,17.439962788239598
7,nan,23.899827647209168,4.6819998e-05,nan,nan
8,0.03286837836540657,21.13552113834967,5.348e-05,0.03286837836540657,19.479969316949315
9,nan,18.8481228351593,6.0139995e-05,nan,nan
10,0.32672815286966733,16.944550068774568,6.679999e-05,0.32672815286966733,6.442403231867596
11,nan,15.370776158571243,7.3459996e-05,nan,nan
12,0.952333518393319,14.150572785763158,8.011999e-05,0.952333518393319,4.047127779616892
13,nan,13.124889189004898,8.678e-05,nan,nan
14,0.888694291314251,12.325967450874353,9.3439994e-05,0.888694291314251,2.6463200298485297
15,nan,11.640279918909073,0.00010009999,nan,nan
16,0.9926025488080232,11.02811935030181,0.000106759995,0.9926025488080232,1.831431294904266
17,nan,10.504932707548141,0.00011341999,nan,nan
18,0.9885382619894754,9.998938052258147,0.00012007999,0.9885382619894754,1.320450844664048
19,nan,9.543951278924942,0.00012674,nan,nan
20,0.9988789513902685,9.135211893757308,0.0001334,0.9988789513902685,0.9911907903844254
21,nan,8.748004692792893,0.00014005999,nan,nan
22,0.999041806142748,8.350019147029865,0.00014671999,0.999041806142748,0.7696828234466004
23,nan,7.987846419215202,0.00015338,nan,nan
24,0.9950216758398842,7.619525851127122,0.00016003998,0.9950216758398842,0.6707117561253838
25,nan,7.2531797885894775,0.00016669999,nan,nan
26,0.9973953984492605,6.895842363841855,0.00017336,0.9973953984492605,0.5325945383221773
27,nan,6.544905942678452,0.00018001998,nan,nan
28,0.9998451896831573,6.198072234664965,0.00018667999,0.9998451896831573,0.4940742436473122
29,nan,5.839930355548859,0.00019333999,nan,nan
30,0.9960373848046354,5.533039447282175,0.00019999998,0.9960373848046354,0.4489535140842083
31,nan,5.182876735925674,0.00019995071,nan,nan
32,0.998715038858438,4.855900375820626,0.00019980286,0.998715038858438,0.45253080103992016
33,nan,4.58069121837616,0.00019955664,nan,nan
34,0.9992643130951544,4.332839650420186,0.00019921226,0.9992643130951544,0.4077165268239237
35,nan,4.029849006235599,0.00019877007,nan,nan
36,0.9352563224843355,3.8542310511430604,0.0001982305,0.9352563224843355,0.707819703293555
37,nan,3.676326347887516,0.00019759408,nan,nan
38,0.6238017668504144,3.389897134236781,0.00019686145,0.6238017668504144,0.37630619184406033
39,nan,3.2270418971776964,0.00019603333,nan,nan
40,0.9986188411589374,3.0549402752640105,0.00019511054,0.9986188411589374,0.34258026418227344
41,nan,2.9368175134062766,0.00019409398,nan,nan
42,0.9645104984952135,2.746066667443159,0.00019298466,0.9645104984952135,0.6406243092804984
43,nan,2.605457653105259,0.00019178368,nan,nan
44,0.9981903828616978,2.503022910659216,0.00019049222,0.9981903828616978,0.3257944819235634
45,nan,2.3956651359796526,0.00018911155,nan,nan
46,0.9988271644422422,2.2573685945014597,0.00018764303,0.9988271644422422,0.3516915547279197
47,nan,2.2846838146448136,0.00018608813,nan,nan
48,0.9971602898737044,2.1620167086490643,0.00018444836,0.9971602898737044,0.33089025834745683
49,nan,2.028685922175646,0.00018272534,nan,nan
50,0.993902213925304,1.9454538239207013,0.00018092079,0.993902213925304,0.36946219306051775
51,nan,1.8636500462889671,0.00017903648,nan,nan
52,0.9897968000032205,1.795601540972073,0.00017707427,0.9897968000032205,0.3718464173685302
53,nan,1.7800087817013264,0.0001750361,nan,nan
54,0.9979322456488083,1.6942415648493274,0.00017292396,0.9979322456488083,0.3591533419534133
55,nan,1.8062787659466266,0.00017073996,nan,nan
56,0.9960454887278334,1.6504479059978712,0.00016848625,0.9960454887278334,0.36592129001028373
57,nan,1.576996771991253,0.00016616506,nan,nan
58,0.9985803727874163,1.5731175618485598,0.00016377865,0.9985803727874163,0.3384490644353922
59,nan,1.4928923822939395,0.00016132942,nan,nan
60,0.9852154283188854,1.6601069037069722,0.00015881975,0.9852154283188854,0.4281630044201559
61,nan,1.5292973898351192,0.00015625214,nan,nan
62,0.9966314518067084,1.4109088257188707,0.0001536291,0.9966314518067084,0.32597190610033355
63,nan,1.3707929387688638,0.00015095323,nan,nan
64,0.9974890578403005,1.348037379662445,0.00014822719,0.9974890578403005,0.29726771997510687
65,nan,1.3424737013876438,0.00014545365,nan,nan
66,0.996975316543924,1.2852240834490258,0.00014263536,0.996975316543924,0.29536062898442
67,nan,1.272266659140587,0.00013977507,nan,nan
68,0.9998618885028395,1.2295149310629196,0.00013687565,0.9998618885028395,0.26833218741547415
69,nan,1.201559341698885,0.00013393992,nan,nan
70,0.878789523795611,1.1940925139992216,0.0001309708,0.878789523795611,0.6884843371080365
71,nan,1.1724068194627761,0.00012797122,nan,nan
72,0.9997676000062816,1.1564123862215718,0.00012494413,0.9997676000062816,0.2873057309913859
73,nan,1.1493222892284394,0.00012189251,nan,nan
74,0.9986845828305584,1.2061520194558888,0.00011881939,0.9986845828305584,0.27390707009839677
75,nan,1.1411593697965146,0.0001157278,nan,nan
76,0.9959376515557588,1.1216292680244087,0.00011262079,0.9959376515557588,0.33917775615012863
77,nan,1.0951535049825907,0.00010950142,nan,nan
78,0.9998977182475562,1.0427372760159843,0.000106372776,0.9998977182475562,0.30599088714027706
79,nan,1.0452890146523715,0.00010323794,nan,nan
80,0.9998555043465843,1.0389030192713005,0.0001001,0.9998555043465843,0.2705840153490034
81,nan,1.0214341700077056,9.696207e-05,nan,nan
82,0.8663726265968019,1.014608782286928,9.382723e-05,0.8663726265968019,0.3994109980336757
83,nan,1.0323372818529606,9.069858e-05,nan,nan
84,0.9989729204340005,0.9845027983375477,8.757921e-05,0.9989729204340005,0.2877989993885777
85,nan,0.9692090507596731,8.44722e-05,nan,nan
86,0.9999810403048903,0.9540822479792149,8.138061e-05,0.9999810403048903,0.23150122982389393
87,nan,0.9420920297503471,7.8307494e-05,nan,nan
88,0.9999896434538805,0.9355933161738524,7.5255884e-05,0.9999896434538805,0.2286651735430681
89,nan,0.9261148203164339,7.222879e-05,nan,nan
90,0.9999086030098927,0.9137994497547329,6.92292e-05,0.9999086030098927,0.23720991094192553
91,nan,0.9145925398916006,6.626009e-05,nan,nan
92,0.9999512588035631,0.8994192845395366,6.332436e-05,0.9999512588035631,0.23189320929633908
93,nan,0.8973476592451334,6.042493e-05,nan,nan
94,0.999970010227915,0.8758080078516635,5.756465e-05,0.999970010227915,0.22539571948215495
95,nan,0.8733897242695093,5.474635e-05,nan,nan
96,0.9999865607229896,0.8604830729550329,5.197281e-05,0.9999865607229896,0.22639023277841572
97,nan,0.8573492124676705,4.9246766e-05,nan,nan
98,0.9999987783424551,0.8535294254371739,4.6570905e-05,0.9999987783424551,0.21873526767979756
99,nan,0.8486713651567698,4.394787e-05,nan,nan
